"","USD.Pledged","State","Backers.Count","Blurb.Length","Blurb.Caps","Campaign.Length","Decision.Timing","Goal","Name.Length","Name.Caps","Category","Category..parent.only.","Country","Spotlight","Staff.Pick"
"2780",253.19644945,0,8,128,1,2592000,2592000,10813,37,11,"music classical music","music","GB",FALSE,TRUE
"2781",7635,1,198,135,5,2592000,2592001,5000,38,7,"music rock","music","US",TRUE,FALSE
"2784",32161,1,160,75,3,2883402,2883403,30000,42,7,"film   video documentary","film & video","US",TRUE,TRUE
"2786",7066.65369275,1,116,134,8,1209600,1209600,2500,43,11,"film   video documentary","film & video","GB",TRUE,FALSE
"2787",1.5173793,0,2,133,5,5184000,5184001,60000,9,3,"technology web","technology","CA",FALSE,FALSE
"2788",4410,1,18,72,2,2592000,2592022,3000,15,3,"technology diy electronics","technology","US",TRUE,FALSE
"2789",15675,1,164,110,3,2592000,2592002,15000,39,6,"food small batch","food","US",TRUE,TRUE
"2790",1620.4289938,0,20,88,14,5184000,5184001,4000,20,3,"photography photobooks","photography","DE",FALSE,FALSE
"2791",22351.02,1,458,99,16,2592000,2592000,10000,38,5,"games playing cards","games","US",TRUE,FALSE
"2792",10607,1,118,24,3,2592000,2592000,10000,16,3,"film   video documentary","film & video","US",TRUE,FALSE
"2793",1531,0,29,98,6,2592000,2592002,5000,47,7,"food small batch","food","US",FALSE,FALSE
"2794",350.15311812,0,7,61,4,2764800,2764802,1000,31,20,"film   video fantasy","film & video","GB",FALSE,FALSE
"2795",1.13427554,0,1,130,1,1728000,1728002,2000,9,2,"technology web","technology","FR",FALSE,FALSE
"2796",6214.48014136,0,53,135,5,3456000,3456000,15000,58,46,"fashion jewelry","fashion","DE",FALSE,FALSE
"2797",1103.1399544,0,14,40,0,2592000,1676558,8000,22,5,"fashion jewelry","fashion","NZ",FALSE,FALSE
"2801",10178.51619072,1,77,134,8,2482029,2482029,6000,59,24,"film   video documentary","film & video","GB",TRUE,FALSE
"2802",1142,1,14,18,2,2757941,2757941,1000,27,23,"music rock","music","US",TRUE,FALSE
"2805",10981,1,115,133,2,3992563,3992563,5000,30,2,"film   video documentary","film & video","US",TRUE,FALSE
"2806",1,1,1,118,1,486901,486901,1,22,7,"film   video documentary","film & video","US",TRUE,FALSE
"2807",2726,1,21,133,1,2592000,2592001,2500,18,3,"fashion childrenswear","fashion","US",TRUE,FALSE
"2808",1446,0,36,134,2,3456000,3456000,12000,20,3,"food small batch","food","US",FALSE,FALSE
"2809",35.62673352,0,3,128,5,2592000,2592000,300,33,6,"music blues","music","GB",FALSE,FALSE
"2810",0,0,0,135,7,2690192,1141,500,31,4,"food small batch","food","US",FALSE,FALSE
"2812",0,0,0,124,3,2592000,2592000,10000,39,5,"fashion jewelry","fashion","US",FALSE,FALSE
"2813",17625,1,75,64,1,1209600,1209600,15000,41,6,"food restaurants","food","US",TRUE,FALSE
"2814",5040,1,59,103,14,2142571,2142590,5000,31,11,"music classical music","music","US",TRUE,FALSE
"2815",704.55764985,0,13,134,1,2646372,2646372,30000,60,4,"publishing art books","publishing","GB",FALSE,FALSE
"2816",600,1,16,133,5,2588400,2588403,500,54,11,"music classical music","music","US",TRUE,FALSE
"2817",113548,1,851,135,45,3888000,3888000,58888,55,6,"technology diy electronics","technology","US",TRUE,TRUE
"2819",18477,1,534,133,3,2592000,2592000,14500,25,4,"games playing cards","games","US",TRUE,TRUE
"2820",20721,1,185,42,5,2592000,2592000,20000,14,5,"food drinks","food","US",TRUE,FALSE
"2822",1115,1,39,120,3,2517993,2517994,1050,37,5,"music classical music","music","US",TRUE,FALSE
"2823",7988.79452452,1,191,70,1,2604448,2604448,1,52,6,"film   video documentary","film & video","GB",TRUE,FALSE
"2824",6470,1,143,112,4,2706360,2706377,5000,35,5,"music rock","music","US",TRUE,FALSE
"2825",19,0,3,92,1,2588400,2588400,1000,20,4,"fashion jewelry","fashion","US",FALSE,FALSE
"2827",2107.11216378,1,76,77,25,2592000,2592000,250,46,27,"fashion jewelry","fashion","GB",TRUE,FALSE
"2828",25049,1,248,53,6,2592000,2592002,25000,43,6,"food","food","US",TRUE,FALSE
"2831",1,0,1,120,13,2592000,2592001,10000,52,7,"dance spaces","dance","US",FALSE,FALSE
"2832",26,0,2,132,4,2592000,2592000,200,36,5,"publishing art books","publishing","US",FALSE,FALSE
"2833",2668.83882655,1,48,108,1,2070000,2070001,1700,4,4,"film   video documentary","film & video","GB",TRUE,FALSE
"2836",15136,1,96,133,2,2592000,2592000,15000,12,2,"fashion childrenswear","fashion","US",TRUE,FALSE
"2837",0,0,0,135,19,2592000,2592001,2500,47,11,"technology diy electronics","technology","US",FALSE,FALSE
"2840",0,0,0,134,21,2592000,2592001,15000,25,5,"music blues","music","US",FALSE,FALSE
"2841",665,1,23,135,5,2592000,2592000,600,30,3,"music classical music","music","US",TRUE,FALSE
"2842",172,0,7,133,7,2592000,2592000,500,17,2,"games playing cards","games","US",FALSE,FALSE
"2843",607,0,13,111,8,3628800,3628800,25000,22,3,"food small batch","food","US",FALSE,TRUE
"2844",10100,1,121,129,6,1296000,1296001,8500,40,9,"film   video documentary","film & video","US",TRUE,FALSE
"2845",13562.61832965,1,279,37,5,2592000,2592000,2500,37,5,"games playing cards","games","GB",TRUE,FALSE
"2846",20,0,1,133,4,2592000,2592005,8500,8,2,"technology diy electronics","technology","US",FALSE,FALSE
"2847",1476.84192768,0,7,128,9,5187600,5187602,15000,55,5,"music classical music","music","IT",FALSE,FALSE
"2848",336067.12,1,6605,135,8,2415600,2415600,25000,47,12,"music rock","music","US",TRUE,TRUE
"2849",3016.25,1,20,80,10,3285351,3285351,3000,43,8,"music classical music","music","US",TRUE,FALSE
"2850",17,0,3,129,5,2588400,2588402,500,48,8,"technology web","technology","US",FALSE,FALSE
"2851",10287.77,0,92,133,26,3884400,729682,40000,66,9,"technology diy electronics","technology","US",FALSE,TRUE
"2853",3615,1,77,128,5,5184000,5184000,2500,46,7,"music classical music","music","US",TRUE,FALSE
"2854",947.42414324,0,12,129,2,2592000,2592000,100000,39,2,"technology diy electronics","technology","ES",FALSE,FALSE
"2855",2304.28616379,1,27,111,1,1814637,1814638,2000,27,10,"film   video shorts","film & video","FR",TRUE,FALSE
"2859",135.23141028,0,6,46,4,5180400,5180400,12400,29,3,"film   video fantasy","film & video","DE",FALSE,FALSE
"2860",100,0,3,103,4,2592000,2592000,5000,46,5,"dance spaces","dance","US",FALSE,FALSE
"2862",0,0,0,115,1,2478390,94295,8000,46,6,"food small batch","food","US",FALSE,FALSE
"2863",3.40700412,0,2,129,4,2592000,2592064,2500,21,3,"dance workshops","dance","GB",FALSE,FALSE
"2864",474,0,14,125,14,1917932,1917932,2500,60,9,"technology diy electronics","technology","US",FALSE,FALSE
"2865",55000.4061418,1,1015,89,16,2588400,2588404,140000,39,6,"games playing cards","games","SE",TRUE,FALSE
"2866",23.2286958,0,1,134,1,2595600,2595602,4000,24,3,"dance workshops","dance","ES",FALSE,FALSE
"2867",445.29415281,1,7,82,6,5184000,5184001,300,47,5,"film   video documentary","film & video","GB",TRUE,FALSE
"2869",1940,0,100,89,6,3728330,3728330,5000,26,15,"publishing art books","publishing","US",FALSE,FALSE
"2871",55078.281857209,1,276,135,1,3459600,3459600,65000,7,7,"film   video documentary","film & video","CA",TRUE,FALSE
"2873",5600,1,88,134,6,2366528,2366531,4000,46,4,"music classical music","music","US",TRUE,FALSE
"2874",61798,1,571,130,22,3158672,3158676,24000,56,17,"photography photobooks","photography","US",TRUE,TRUE
"2875",1617,0,24,135,3,5184000,5184000,6500,41,5,"publishing art books","publishing","US",FALSE,FALSE
"2876",27.185005864,0,3,134,17,2216541,2216541,100000,59,14,"film   video festivals","film & video","MX",FALSE,FALSE
"2877",0,0,0,113,5,2592000,2592002,4000,54,16,"photography photobooks","photography","US",FALSE,FALSE
"2879",612,1,19,115,1,2592000,2592000,600,50,6,"fashion jewelry","fashion","US",TRUE,FALSE
"2881",1045,0,13,124,1,2592000,2592001,2000,53,7,"music punk","music","US",FALSE,FALSE
"2882",1644,1,10,74,6,1555200,1555200,700,25,6,"music rock","music","US",TRUE,FALSE
"2883",3299.182692652,1,73,106,5,2643113,2643113,3725,25,2,"photography photobooks","photography","AU",TRUE,FALSE
"2884",12885.21548344,1,357,135,11,2846736,2846736,9999,60,8,"design typography","design","DE",TRUE,TRUE
"2885",2960.37,1,71,134,12,2647225,2647225,1000,43,6,"music classical music","music","US",TRUE,FALSE
"2887",1167088.73925009,1,6466,60,8,4406400,4406400,80000,43,7,"technology diy electronics","technology","HK",TRUE,TRUE
"2888",0,0,0,48,2,2682000,225910,5000,26,2,"photography photobooks","photography","FR",FALSE,FALSE
"2889",30000,1,175,65,2,3020400,3020400,30000,51,11,"film   video documentary","film & video","US",TRUE,FALSE
"2890",1999,1,64,69,4,2595600,2595600,1500,32,6,"games playing cards","games","US",TRUE,FALSE
"2892",23.7278173065,0,5,117,1,2592000,2592000,15000,19,1,"food small batch","food","CA",FALSE,FALSE
"2894",2260,1,57,107,4,2361889,2361892,1800,41,6,"music punk","music","US",TRUE,FALSE
"2895",1085,1,19,134,3,1986577,1986577,1000,28,14,"music rock","music","US",TRUE,FALSE
"2897",10,0,1,51,3,2592000,1269534,1000,17,2,"fashion jewelry","fashion","US",FALSE,FALSE
"2898",492.374783142,1,13,130,3,1265943,1265943,600,18,5,"film   video shorts","film & video","AU",TRUE,FALSE
"2899",26759,1,443,131,11,2595600,2595600,15000,23,3,"games playing cards","games","US",TRUE,FALSE
"2900",1,0,1,126,1,3888000,3888000,20000,34,7,"technology web","technology","US",FALSE,FALSE
"2902",6337,1,98,89,3,2478585,2478585,2400,26,4,"photography photobooks","photography","US",TRUE,FALSE
"2903",12039,1,154,87,5,1638000,1638002,12000,20,3,"film   video documentary","film & video","US",TRUE,FALSE
"2904",4345,1,53,113,8,3891600,3891600,4000,34,5,"music classical music","music","US",TRUE,FALSE
"2905",12015,1,43,116,8,2592000,2592000,12000,54,7,"music classical music","music","US",TRUE,FALSE
"2906",14421.06673424,1,100,131,2,4044254,4044254,12500,18,3,"food","food","NL",TRUE,TRUE
"2909",5871,1,213,113,5,2592000,2592000,4000,9,1,"games playing cards","games","US",TRUE,FALSE
"2910",39500.63981045,0,293,106,19,2678400,873049,100000,60,52,"technology sound","technology","GB",FALSE,FALSE
"2914",28307.33507392,1,441,99,9,2094969,2094969,35000,40,5,"games playing cards","games","NZ",TRUE,FALSE
"2915",91395.3552872932,1,1376,108,11,3888000,3888000,30000,46,15,"technology diy electronics","technology","CA",TRUE,TRUE
"2916",10,0,1,107,4,2592000,2592000,6000,59,8,"photography photobooks","photography","US",FALSE,FALSE
"2917",2810,1,62,129,17,2361452,2361485,2500,49,24,"music rock","music","US",TRUE,FALSE
"2918",32610.7322273601,1,851,51,12,3456000,3456000,12500,14,9,"film   video documentary","film & video","GB",TRUE,FALSE
"2919",9871,0,132,124,1,2608931,2608931,12000,44,5,"publishing art books","publishing","US",FALSE,TRUE
"2920",1120,1,20,133,3,2592000,2592001,1000,59,3,"fashion jewelry","fashion","US",TRUE,FALSE
"2922",10560,0,22,135,1,4323600,4323601,35000,60,7,"technology sound","technology","US",FALSE,FALSE
"2925",53334.02,1,1261,113,10,2903205,2903205,50000,35,9,"music rock","music","US",TRUE,TRUE
"2926",0,0,0,133,4,2592000,2592001,25000,8,1,"technology web","technology","NO",FALSE,FALSE
"2927",57399,1,910,133,4,2869683,2869693,15000,53,12,"games playing cards","games","US",TRUE,FALSE
"2928",5674,0,286,133,4,2592000,2592026,11111,56,6,"technology diy electronics","technology","US",FALSE,FALSE
"2929",6071.998068,1,97,94,1,1814400,1814402,4500,16,3,"film   video shorts","film & video","GB",TRUE,TRUE
"2930",44045,1,91,133,56,3110400,3110400,29500,42,37,"photography photobooks","photography","US",TRUE,FALSE
"2931",300,0,5,133,4,2592000,2592000,2500,11,2,"photography photobooks","photography","US",FALSE,FALSE
"2932",21569.5224402,1,314,85,1,2502027,2502028,8000,35,5,"games playing cards","games","IT",TRUE,FALSE
"2933",697.26539487,0,20,131,2,2592000,2592000,3300,56,6,"fashion jewelry","fashion","AU",FALSE,FALSE
"2934",827,1,49,126,4,2592000,2592003,500,57,3,"fashion jewelry","fashion","US",TRUE,FALSE
"2936",0,0,0,66,0,2124980,2124980,6000,19,6,"fashion jewelry","fashion","GB",FALSE,FALSE
"2937",37627.09,1,1219,129,11,3974400,3974400,10000,45,10,"food","food","US",TRUE,TRUE
"2938",2095,1,25,64,3,2538221,2538221,2000,15,4,"music rock","music","US",TRUE,FALSE
"2940",1319,0,27,122,5,2592000,2592000,1500,49,7,"technology diy electronics","technology","US",FALSE,FALSE
"2943",1445,1,14,106,8,2592000,2592004,1000,58,9,"music classical music","music","US",TRUE,FALSE
"2944",10280.9364384,1,133,121,2,2586349,2586351,7000,60,2,"photography photobooks","photography","FR",TRUE,TRUE
"2945",54.0642483,0,1,131,3,2592000,2592001,25000,19,2,"publishing art books","publishing","GB",FALSE,FALSE
"2946",31,0,3,125,2,5180400,1673567,75000,40,5,"film   video fantasy","film & video","US",FALSE,FALSE
"2947",331,0,9,135,1,2588400,2588400,3500,55,5,"publishing art books","publishing","US",FALSE,FALSE
"2948",17723,1,102,50,3,2588400,2588400,15000,29,4,"film   video shorts","film & video","US",TRUE,TRUE
"2949",1812,1,48,106,8,5184000,5184000,1800,41,7,"music classical music","music","US",TRUE,FALSE
"2950",332.12498734,0,7,50,2,2592000,2592001,10000,46,4,"fashion jewelry","fashion","IT",FALSE,FALSE
"2951",0,0,0,128,1,2592000,2592002,20,31,1,"food small batch","food","GB",FALSE,FALSE
"2952",10584,1,213,131,4,1209600,1209600,1000,47,12,"games playing cards","games","US",TRUE,FALSE
"2953",7386,0,62,57,6,3420089,3420089,41000,37,4,"photography photobooks","photography","US",FALSE,FALSE
"2956",8655,1,137,109,8,2588400,2588401,7000,51,13,"film   video festivals","film & video","US",TRUE,TRUE
"2960",35872.79096832,1,203,116,3,3891600,3891601,21500,52,5,"technology diy electronics","technology","GB",TRUE,FALSE
"2961",249.7824603,0,8,69,7,2860556,2860557,1250,54,5,"dance workshops","dance","CA",FALSE,FALSE
"2962",4211.4772841,1,71,118,1,2592000,2592000,3000,34,7,"food restaurants","food","GB",TRUE,TRUE
"2963",0,0,0,67,2,2592000,1026841,1800,34,5,"music punk","music","US",FALSE,FALSE
"2964",418,1,19,89,3,2592000,2592000,50,49,3,"technology diy electronics","technology","US",TRUE,FALSE
"2965",20007,1,70,100,2,4532985,4532985,20000,17,3,"film   video shorts","film & video","US",TRUE,FALSE
"2966",10010,1,114,134,8,2595600,2595602,10000,57,5,"fashion childrenswear","fashion","US",TRUE,TRUE
"2967",1,0,1,135,12,4958217,4958218,10800,12,4,"music world music","music","US",FALSE,FALSE
"2968",1242,0,17,98,1,5184000,5184000,100000,57,3,"games live games","games","US",FALSE,FALSE
"2969",2145,1,20,132,18,1422924,1422925,2000,42,7,"theater plays","theater","US",TRUE,FALSE
"2970",22083,1,220,135,5,2887203,2887241,20000,46,10,"film   video narrative film","film & video","US",TRUE,FALSE
"2971",287,1,15,35,3,2592000,2592001,250,18,3,"art illustration","art","US",TRUE,FALSE
"2972",232,0,8,133,2,1478070,482161,1500,70,5,"games live games","games","US",FALSE,FALSE
"2974",3354.99,1,89,129,17,2592000,2604637,2500,53,12,"music world music","music","US",TRUE,TRUE
"2975",0,0,0,130,4,5178377,5178377,5000,16,3,"music hip hop","music","US",FALSE,FALSE
"2978",2263,0,57,135,9,3798000,3798003,30000,53,8,"games live games","games","US",FALSE,FALSE
"2979",150,1,6,43,2,2592000,2592000,150,18,2,"food events","food","US",TRUE,FALSE
"2980",0,0,0,126,2,2592000,2592000,5000,15,3,"music hip hop","music","US",FALSE,FALSE
"2981",73786.3379134952,1,666,103,13,1220395,1220395,6000,44,8,"games tabletop games","games","GB",TRUE,FALSE
"2982",74.10773601,0,5,57,1,3020400,3020400,1500,17,2,"publishing zines","publishing","GB",FALSE,FALSE
"2983",15,0,1,131,4,2475372,2475372,400,17,0,"music hip hop","music","US",FALSE,FALSE
"2984",2126,1,32,127,8,2592000,2592000,2000,34,5,"art public art","art","US",TRUE,FALSE
"2985",2673.69,1,72,95,9,2399753,2399754,1000,20,7,"art illustration","art","US",TRUE,FALSE
"2986",3351,0,17,118,5,3888000,3888000,18800,36,3,"art sculpture","art","US",FALSE,FALSE
"2987",20,0,1,109,4,5187396,5187396,20000,27,22,"music hip hop","music","US",FALSE,FALSE
"2988",3506.76093312,1,104,78,3,2592000,2592000,1000,21,9,"art illustration","art","ES",TRUE,FALSE
"2989",1810,1,141,52,1,1241972,1241972,1200,27,3,"games tabletop games","games","US",TRUE,FALSE
"2991",346.82691024,1,19,48,2,914225,914225,250,21,1,"art illustration","art","GB",TRUE,FALSE
"2994",1120,0,8,86,3,2592000,2414589,5600,36,5,"art sculpture","art","US",FALSE,FALSE
"2996",952.49962398,1,22,125,6,5184000,5184001,1000,23,2,"journalism print","journalism","AU",TRUE,FALSE
"2997",21008,1,505,132,11,1825026,1825026,4500,27,3,"games tabletop games","games","US",TRUE,FALSE
"2998",21652.4332970946,1,470,100,3,2701540,2701540,10000,46,1,"games tabletop games","games","CA",TRUE,FALSE
"3000",17947,1,231,135,20,3062449,3062476,16500,25,3,"art public art","art","US",TRUE,TRUE
"3001",200,0,2,135,14,3888000,3888000,50000,40,6,"music world music","music","US",FALSE,FALSE
"3002",5305,1,33,90,1,5184000,5184001,5000,59,6,"film   video narrative film","film & video","US",TRUE,FALSE
"3003",551,0,10,91,3,2678400,2678400,30000,58,3,"journalism photo","journalism","US",FALSE,FALSE
"3004",2,0,2,78,3,5187600,5187600,1000,39,3,"photography nature","photography","US",FALSE,FALSE
"3007",15657.5,1,294,82,2,2595600,2595600,15000,29,4,"journalism","journalism","US",TRUE,TRUE
"3009",5667,1,72,72,8,1241972,1241972,4900,25,3,"art illustration","art","US",TRUE,FALSE
"3010",25928,1,262,129,10,2498758,2498770,4500,52,9,"photography nature","photography","US",TRUE,TRUE
"3011",4409.77,1,88,57,1,5184000,5184000,4000,22,3,"theater musical","theater","US",TRUE,FALSE
"3012",11031.17,1,150,124,7,2558155,2558170,10000,21,4,"art public art","art","US",TRUE,FALSE
"3013",1237,1,11,57,1,5180400,5180401,1200,6,1,"film   video narrative film","film & video","US",TRUE,FALSE
"3014",4541.4842046,1,57,131,3,2630150,2630153,3000,60,8,"theater festivals","theater","GB",TRUE,FALSE
"3016",1821.70971791,1,27,135,8,2592000,2592000,500,51,5,"technology gadgets","technology","IT",TRUE,FALSE
"3017",214259,1,3178,131,6,3862769,3862769,10000,34,3,"technology gadgets","technology","US",TRUE,FALSE
"3018",6227,1,47,101,15,2592000,2592002,6000,39,7,"art public art","art","US",TRUE,FALSE
"3019",113,0,4,134,7,5180400,5180400,3000,56,11,"film   video narrative film","film & video","US",FALSE,FALSE
"3020",9404.8538446,1,276,47,1,2156400,2156400,350,51,1,"art illustration","art","FR",TRUE,FALSE
"3021",2471.4422361,1,96,108,7,1660466,1660467,15000,18,4,"journalism video","journalism","DK",TRUE,FALSE
"3023",446943,1,6523,135,4,2023040,2023040,35000,26,3,"games tabletop games","games","US",TRUE,TRUE
"3024",12346.8456188,1,205,66,1,2592000,2592000,4800,9,2,"games tabletop games","games","DE",TRUE,FALSE
"3026",3101,1,34,128,4,2592000,2592000,3000,43,17,"film   video narrative film","film & video","US",TRUE,FALSE
"3027",1040,1,17,135,11,2592000,2592006,500,36,10,"film   video narrative film","film & video","US",TRUE,FALSE
"3029",55621,1,473,134,21,3024000,3024001,20000,44,8,"technology gadgets","technology","US",TRUE,FALSE
"3030",2338.47365312,1,34,132,1,3888000,3888000,1500,25,4,"art illustration","art","CA",TRUE,FALSE
"3031",4146,1,35,128,4,1806633,1806633,3500,39,8,"art public art","art","US",TRUE,FALSE
"3032",1006,0,19,108,2,2592000,2592000,10000,29,3,"art sculpture","art","US",FALSE,FALSE
"3033",0,0,0,114,13,2588400,2588405,1025,30,17,"music world music","music","US",FALSE,FALSE
"3035",505,1,23,135,3,2592000,2592000,500,33,4,"art public art","art","US",TRUE,FALSE
"3036",11001,1,117,123,3,1296000,1296001,9000,47,5,"art public art","art","US",TRUE,FALSE
"3039",1709,1,57,132,5,1392909,1392909,1600,48,5,"photography nature","photography","US",TRUE,FALSE
"3040",1,0,1,74,2,5184000,5184001,160,20,1,"games live games","games","US",FALSE,FALSE
"3041",49258.814131142,1,457,40,6,2678400,2678400,73000,51,10,"technology gadgets","technology","NZ",TRUE,FALSE
"3042",2133.90806676,1,92,128,12,3456000,3456004,2500,19,2,"art public art","art","AU",TRUE,FALSE
"3043",4907.3640529725,1,189,66,2,1209600,1209600,400,31,4,"technology gadgets","technology","CA",TRUE,FALSE
"3045",0,0,0,124,2,2592000,905377,5000,40,5,"film   video television","film & video","US",FALSE,FALSE
"3046",9215,1,28,130,11,2419200,2419200,9000,52,7,"food events","food","US",TRUE,FALSE
"3047",0,0,0,131,3,2592000,2592000,10000,28,3,"games live games","games","GB",FALSE,FALSE
"3048",8350.34,1,93,98,6,3486907,3486907,8000,42,5,"theater","theater","US",TRUE,FALSE
"3052",0,0,0,121,3,864000,864003,4000,32,2,"journalism photo","journalism","AT",FALSE,FALSE
"3053",20613,1,472,132,11,3456000,3456004,20000,56,10,"art public art","art","US",TRUE,TRUE
"3055",8139,1,128,89,3,2419200,2419204,7999,34,7,"theater","theater","US",TRUE,FALSE
"3056",511,1,27,75,11,2268386,2268386,300,16,5,"art illustration","art","US",TRUE,FALSE
"3058",18806.33,1,226,130,1,3628800,3628800,17000,52,5,"film   video narrative film","film & video","US",TRUE,TRUE
"3059",12781,1,255,81,1,2592000,2592000,10000,50,10,"games tabletop games","games","US",TRUE,FALSE
"3060",5750,1,38,131,21,2455148,2455148,5000,49,23,"dance performances","dance","US",TRUE,FALSE
"3061",495,0,7,135,15,2592000,2592008,5000,58,12,"dance performances","dance","US",FALSE,FALSE
"3062",254.318269,1,31,130,3,5184000,5184000,200,49,2,"art illustration","art","IE",TRUE,FALSE
"3064",3467.8460276304,1,73,132,11,2595600,2595600,4250,56,9,"music world music","music","CA",TRUE,FALSE
"3065",2759,1,67,135,5,2592000,2592001,2600,28,4,"art public art","art","US",TRUE,TRUE
"3066",11,0,2,115,22,3115480,3115480,6000,30,21,"music world music","music","US",FALSE,FALSE
"3067",14023.28981064,1,39,117,16,3673254,3673256,12000,35,4,"art public art","art","FR",TRUE,TRUE
"3069",0,0,0,127,7,3456000,3456003,20000,42,6,"games live games","games","DE",FALSE,FALSE
"3070",1100,0,5,93,4,2453972,2453973,2000,15,2,"art sculpture","art","US",FALSE,FALSE
"3071",9712.74588522,1,96,68,10,3456000,3456000,10000,40,8,"music world music","music","CA",TRUE,FALSE
"3073",155,0,4,84,0,2592000,2592002,1050,15,2,"photography nature","photography","US",FALSE,FALSE
"3074",688.16,1,67,50,1,1209600,1209600,500,17,2,"games tabletop games","games","US",TRUE,FALSE
"3075",89.05543902,0,2,113,8,2592000,2585388,21000,57,3,"art sculpture","art","CA",FALSE,FALSE
"3076",1032,1,23,125,2,5089585,5089585,750,28,8,"food events","food","US",TRUE,FALSE
"3077",1117132.07,1,13349,130,5,1814400,1814401,50000,36,4,"games tabletop games","games","US",TRUE,TRUE
"3078",337.27568128,1,29,73,3,2595600,2595600,180,38,6,"art illustration","art","GB",TRUE,FALSE
"3079",705,1,13,134,2,2592000,2592000,650,38,5,"art public art","art","US",TRUE,FALSE
"3080",11,0,2,52,2,1050896,1050908,37,27,3,"photography nature","photography","US",FALSE,FALSE
"3081",7381,0,68,127,4,3012510,3012511,10000,55,9,"music world music","music","US",FALSE,FALSE
"3082",184,0,7,125,1,2592000,2592000,600,37,5,"art sculpture","art","US",FALSE,FALSE
"3083",2347,0,53,134,3,1863052,1863054,6983,45,8,"music world music","music","US",FALSE,FALSE
"3084",266,0,5,64,3,5184000,5184000,10000,31,4,"food events","food","US",FALSE,FALSE
"3086",5141,1,99,79,4,2592000,2592038,5000,34,0,"music world music","music","US",TRUE,FALSE
"3087",3969.62352481,1,126,123,4,2592000,2592002,1000,16,4,"art illustration","art","FR",TRUE,FALSE
"3088",126.6673584,0,4,113,9,2329200,2329203,17000,59,9,"film   video television","film & video","CA",FALSE,FALSE
"3089",0,0,0,97,1,3888000,3888003,35000,35,7,"art ceramics","art","US",FALSE,FALSE
"3090",3108,1,35,88,4,5184000,5184001,3000,31,5,"journalism video","journalism","US",TRUE,TRUE
"3091",46426.918508151,1,377,134,6,1637764,1637764,6000,21,3,"games tabletop games","games","ES",TRUE,FALSE
"3092",1501.80501924,1,27,74,7,2592000,2592000,1000,32,26,"music world music","music","CA",TRUE,FALSE
"3093",21122,1,67,130,1,3750427,3750427,20000,30,7,"journalism print","journalism","US",TRUE,FALSE
"3094",4374,1,74,111,5,2090386,2090386,3500,22,3,"dance performances","dance","US",TRUE,TRUE
"3096",0,0,0,135,3,2592000,861244,1500,44,8,"art ceramics","art","US",FALSE,FALSE
"3097",13856.27610762,1,163,135,15,2521767,2521768,8000,60,6,"games live games","games","GB",TRUE,FALSE
"3098",4903.65,1,127,132,7,2666566,2666567,3500,28,4,"theater festivals","theater","US",TRUE,FALSE
"3100",3775,1,60,130,12,1710245,1710245,3500,23,7,"music world music","music","US",TRUE,FALSE
"3101",22898.5,1,274,134,2,3487496,3487496,21221,54,10,"film   video narrative film","film & video","US",TRUE,FALSE
"3103",2,0,2,135,9,5180400,5180400,11000,57,13,"music hip hop","music","US",FALSE,FALSE
"3104",3100.695608,1,67,134,2,2348202,2348202,2200,25,4,"art ceramics","art","GB",TRUE,TRUE
"3106",23.85452682,0,4,115,5,5180400,5180401,3000,36,4,"music world music","music","SG",FALSE,FALSE
"3107",2065,1,17,32,3,6960772,6961618,2000,38,5,"film   video narrative film","film & video","US",TRUE,FALSE
"3108",1072.13596718,1,47,135,16,2471389,2471391,250,47,21,"art illustration","art","GB",TRUE,FALSE
"3111",3018.71338575,1,78,117,4,2592000,2592001,2000,7,2,"journalism web","journalism","GB",TRUE,TRUE
"3112",16635,1,392,134,2,2592000,2592000,6600,51,9,"journalism audio","journalism","US",TRUE,TRUE
"3113",21390,1,277,103,8,3142355,3142355,20000,30,4,"film   video narrative film","film & video","US",TRUE,FALSE
"3114",2793.33,1,28,98,19,2608311,2608325,2500,47,8,"games live games","games","US",TRUE,FALSE
"3115",3209.2187182184,1,87,98,10,2765505,2765505,4500,57,5,"technology gadgets","technology","NZ",TRUE,FALSE
"3117",6500,1,45,133,4,2592000,2592001,6500,23,3,"art ceramics","art","US",TRUE,FALSE
"3120",1,0,1,107,2,2592000,2592000,100000,45,6,"film   video television","film & video","US",FALSE,FALSE
"3121",3248,1,60,95,2,2112195,2112195,2000,29,4,"music world music","music","US",TRUE,FALSE
"3122",4210.95505545,1,29,80,1,2614469,2614470,3000,47,10,"theater festivals","theater","GB",TRUE,FALSE
"3123",6144,1,132,75,12,5187600,5187600,5000,60,7,"technology gadgets","technology","US",TRUE,FALSE
"3128",88.44850725,0,7,42,1,3024000,3024002,7000,29,23,"publishing literary spaces","publishing","FR",FALSE,FALSE
"3129",2676,1,36,126,29,1770598,1770599,2500,32,19,"dance performances","dance","US",TRUE,FALSE
"3130",28200,1,85,134,4,3456000,3456001,25000,24,8,"technology gadgets","technology","US",TRUE,TRUE
"3132",1338,1,14,98,1,5184000,5184000,1000,54,3,"publishing zines","publishing","US",TRUE,FALSE
"3134",125,0,2,117,3,3888000,3888002,85000,17,3,"film   video television","film & video","US",FALSE,FALSE
"3135",35930,1,393,98,1,3888000,3888001,12000,59,16,"photography nature","photography","US",TRUE,FALSE
